ts,pwrA,rpwrA,curA,apwrA,screA
1588750249586,0.2642,4.1941,0.0187,4.3921,2.337
1588750249606,0.2477,3.1784,0.0187,4.3921,2.068
1588750249626,0.2642,3.2687,0.0188,4.4086,2.068
1588750249646,0.2972,0.195,0.0188,4.4086,1.288
1588750249666,0.3137,0.5625,0.0188,4.4086,1.288
1588750249686,0.3467,0.2924,0.0188,4.4086,1.288
1588750249706,0.3467,1.1191,0.0188,4.4086,2.584
1588750249726,0.3137,1.9825,0.0187,4.3921,2.584
1588750249746,0.2642,2.4856,0.0186,4.3755,2.584
1588750249766,0.2477,2.2523,0.0186,4.3755,2.604
1588750249786,0.2312,4.2672,0.0186,4.359,2.604
1588750249806,0.2477,4.263,0.0186,4.359,2.604
1588750249826,0.2807,2.7217,0.0185,4.359,2.489
1588750249846,0.3137,2.7508,0.0185,4.359,2.489
1588750249866,0.3633,1.7608,0.0186,4.359,2.456
1588750249886,0.4128,-0.589,0.0186,4.3755,2.456
1588750249906,0.4623,1.8978,0.0187,4.3921,2.933
1588750249926,0.4788,4.3116,0.0187,4.3921,2.933
1588750249946,0.4293,1.5068,0.0187,4.4086,2.933
1588750249966,0.3963,3.96,0.0187,4.3921,2.337
1588750249986,0.3633,4.2127,0.0187,4.3921,2.337
1588750250006,0.3467,3.1789,0.0186,4.3755,3.224
1588750250026,0.3467,-3.503,0.0186,4.3755,3.224
1588750250046,0.3633,-4.1419,0.0186,4.3755,2.221
1588750250066,0.3633,1.1484,0.0186,4.3755,2.221
1588750250086,0.3798,4.0123,0.0186,4.3755,2.221
1588750250106,0.4128,-4.338,0.0186,4.3755,2.221
1588750250126,0.4458,-4.3446,0.0186,4.3755,3.008
1588750250146,0.4623,2.3384,0.0187,4.3921,3.008
1588750250166,0.4458,3.6995,0.0188,4.4086,2.822
1588750250186,0.4293,0.8418,0.0189,4.4416,2.822
1588750250206,0.4128,4.4357,0.019,4.4581,2.535
1588750250226,0.3633,3.5661,0.019,4.4581,2.535
1588750250246,0.3467,0.4267,0.019,4.4581,2.35
1588750250266,0.3633,3.4487,0.019,4.4581,2.35
1588750250286,0.3798,-4.2587,0.0189,4.4416,2.35
1588750250306,0.3963,-4.2537,0.0189,4.4416,3.228
1588750250326,0.3633,-4.2429,0.0188,4.4251,3.228
1588750250346,0.3137,-4.2257,0.0188,4.4086,1.971
1588750250366,0.2972,4.1565,0.0187,4.3921,1.855
1588750250386,0.2972,2.4624,0.0186,4.359,1.855
1588750250406,0.3633,-2.718,0.0185,4.359,2.083
1588750250426,0.3633,3.2032,0.0185,4.3425,2.083
1588750250446,0.3963,-3.7599,0.0185,4.3425,2.083
1588750250466,0.3963,2.4715,0.0185,4.359,2.263
1588750250486,0.3963,2.5157,0.0186,4.3755,2.263
1588750250506,0.3633,3.9752,0.0187,4.3921,2.281
1588750250526,0.3137,-3.7311,0.0188,4.4086,2.281
1588750250546,0.2972,-3.4778,0.0188,4.4251,2.643
