ts,pwrA,rpwrA,curA,apwrA,screA
1588747768721,60.5312,43.7277,0.3172,74.2522,1.84
1588747768741,60.4816,45.0344,0.3171,74.2357,1.84
1588747768761,60.4486,43.4719,0.3169,74.1862,1.747
1588747768781,60.4321,43.2134,0.3166,74.1201,1.747
1588747768801,60.4321,43.4701,0.3163,74.0541,1.747
1588747768821,60.4486,43.496,0.316,73.988,1.736
1588747768841,60.4981,43.4706,0.3158,73.922,1.736
1588747768861,60.5312,43.5213,0.3156,73.889,1.736
1588747768881,60.5312,43.2892,0.3156,73.8725,1.736
1588747768901,60.5146,44.3767,0.3155,73.8725,1.809
1588747768921,60.4981,41.4344,0.3155,73.8725,1.809
1588747768941,60.5146,43.2955,0.3156,73.889,1.809
1588747768961,60.5642,43.3162,0.3157,73.922,1.809
1588747768981,60.6302,42.387,0.316,73.9715,1.809
1588747769001,60.6467,42.489,0.3162,74.0211,1.754
1588747769021,60.6798,41.4658,0.3163,74.0541,1.754
1588747769041,60.7128,41.8492,0.3164,74.0871,1.754
1588747769061,60.7128,42.0892,0.3165,74.1036,1.754
1588747769081,60.7293,42.0923,0.3165,74.1036,1.76
1588747769101,60.7788,43.1439,0.3166,74.1201,1.76
1588747769121,60.7953,43.8878,0.3166,74.1531,1.76
1588747769141,60.8284,43.76,0.3167,74.1862,1.76
1588747769161,60.8284,44.5869,0.3169,74.2192,1.76
1588747769181,60.7953,43.6598,0.3171,74.2522,1.841
1588747769201,60.7788,44.0527,0.3173,74.3018,1.841
1588747769221,60.7458,44.0026,0.3174,74.3348,1.841
1588747769241,60.7623,43.6529,0.3175,74.3678,1.748
1588747769261,60.7623,44.9155,0.3177,74.4008,1.748
1588747769281,60.7293,43.6791,0.3177,74.4173,1.748
1588747769301,60.7128,43.5298,0.3176,74.4008,1.703
1588747769321,60.6798,43.1955,0.3175,74.3513,1.703
1588747769341,60.6467,44.0538,0.3172,74.3018,1.703
1588747769361,60.5972,44.5209,0.3169,74.2192,1.76
1588747769381,60.5477,44.4716,0.3165,74.1366,1.76
1588747769401,60.5146,45.1498,0.3162,74.0706,1.76
1588747769421,60.4981,45.4044,0.316,74.0211,1.76
1588747769441,60.5146,46.0969,0.3158,73.988,1.839
1588747769461,60.5146,45.7375,0.3158,73.9715,1.839
1588747769481,60.5146,46.5256,0.3158,74.0045,1.839
1588747769501,60.5477,45.7733,0.316,74.0376,1.851
1588747769521,60.5972,45.2329,0.3162,74.0871,1.851
1588747769541,60.6798,46.9086,0.3165,74.1531,1.851
1588747769561,60.7458,46.8113,0.3168,74.2192,1.851
1588747769581,60.7788,47.4714,0.317,74.2852,1.806
1588747769601,60.7623,47.6412,0.3172,74.3183,1.804
1588747769621,60.7623,46.3098,0.3172,74.3348,1.804
1588747769641,60.7623,47.5078,0.3172,74.3183,1.804
1588747769661,60.7623,47.2222,0.3172,74.3183,1.804
1588747769681,60.7458,47.2845,0.3171,74.3018,1.799
